id,season,episode,code,title,air_date,image_url,netflix_url,netflix_fallback_url,synopsis,main_plot,b_plot,c_plot,characters_focus,quote_keywords,transcript_keywords,thanksgiving,wedding,christmas,new_year,proposal,breakup,pregnancy,flashback,celebrity_cameo,finale,two_part_episode,spoiler_weight,avoid_if,notes,mood_tags,theme_tags,context_tags,setting_tags,character_energy_tags,iconic_score,comfort_score,chaos_score,romance_score,sadness_score,background_score,rewatch_score,friendship_score,awkward_score,holiday_score,tagging_basis,curation_status
12,1,12,S01E12,The One with the Dozen Lasagnas,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/12_WakG-Q3y5g.jpg?updatedAt=1680245686487,https://www.netflix.com/watch/70274008?trackId=200257858,https://www.netflix.com/in/title/70153404,"Monica gives Paolo one of the dozen lasagnas she made for her aunt, who doesn't want them anymore because they've got meat in them.",Episode driver inferred from the title and synopsis for S01E12.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,dozen;lasagnas;monica;gives;paolo;she;made;her;aunt;who;doesn't;want;them;anymore;because;they've;got;meat,dozen;lasagnas;monica;gives;paolo;she;made;her;aunt;who;doesn't;want;them;anymore;because;they've;got;meat,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light,friendship,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;monica-control;monica-chaos,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
13,1,13,S01E13,The One with the Boobies,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/13_av32s8f6i.jpg?updatedAt=1680245686535,https://www.netflix.com/watch/70274009?trackId=200257858,https://www.netflix.com/in/title/70153404,"Chandler accidentally sees Rachel wandering around topless after her shower, so Rachel tries to even the score.",Episode driver inferred from the title and synopsis for S01E13.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,boobies;chandler;accidentally;sees;rachel;wandering;around;topless;after;her;shower;tries;even;score,boobies;chandler;accidentally;sees;rachel;wandering;around;topless;after;her;shower;tries;even;score,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;tense;chaotic,friendship;secret-revealed;misunderstanding,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;rachel-drama;rachel-growth;chandler-sarcasm,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
14,1,14,S01E14,The One with the Candy Hearts,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/14_UbqESmtB2.jpg?updatedAt=1680245686509,https://www.netflix.com/watch/70274010?trackId=200257858,https://www.netflix.com/in/title/70153404,"Joey fixes up Chandler and Janice, and Ross runs into Carol and Susan on a Valentine's Day date.",Episode driver inferred from the title and synopsis for S01E14.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,candy;hearts;joey;fixes;chandler;janice;ross;runs;into;carol;susan;valentine's;day;date,candy;hearts;joey;fixes;chandler;janice;ross;runs;into;carol;susan;valentine's;day;date,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light,friendship,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;ross-meltdown;ross-rachel;chandler-sarcasm;joey-dumb-funny;joey-heart;janice-chaos,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
15,1,15,S01E15,The One with the Stoned Guy,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/15_R7cox2-uRs.jpg?updatedAt=1680245686520,https://www.netflix.com/watch/70274011?trackId=200257858,https://www.netflix.com/in/title/70153404,"Monica cooks a gourmet meal for a restaurateur looking for a new chef, but unfortunately, he's stoned.",Episode driver inferred from the title and synopsis for S01E15.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,stoned;guy;monica;cooks;gourmet;meal;restaurateur;looking;new;chef;but;unfortunately;he's,stoned;guy;monica;cooks;gourmet;meal;restaurateur;looking;new;chef;but;unfortunately;he's,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;awkward,friendship;job-stress;career-change;career-ambition,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch;after-work,monicas-apartment;central-perk;office;workplace,ensemble-chaos;monica-control;monica-chaos,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
16,1,16,S01E16,The One with the Two Parts: Part 1,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/16_apoMNBun0.jpg?updatedAt=1680245686548,https://www.netflix.com/watch/70274012?trackId=200257858,https://www.netflix.com/in/title/70153404,"Joey falls for Phoebe's twin sister, making Phoebe feel neglected. Ross attends Lamaze classes with Carol and Susan.",Episode driver inferred from the title and synopsis for S01E16.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,two;parts;part;joey;falls;phoebe's;twin;sister;making;phoebe;feel;neglected;ross;attends;lamaze;classes;carol;susan,two;parts;part;joey;falls;phoebe's;twin;sister;making;phoebe;feel;neglected;ross;attends;lamaze;classes;carol;susan,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light,friendship,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;ross-meltdown;ross-rachel;joey-dumb-funny;joey-heart;phoebe-weird;phoebe-wholesome,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
17,1,17,S01E17,The One with the Two Parts: Part 2,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/17_aZL44fYGSv.jpg?updatedAt=1680245686572,https://www.netflix.com/watch/70274013?trackId=200257858,https://www.netflix.com/in/title/70153404,"When Rachel sprains her ankle and has no insurance, she talks Monica into trading identities so she can use Monica's coverage.",Episode driver inferred from the title and synopsis for S01E17.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,two;parts;part;when;rachel;sprains;her;ankle;has;insurance;she;talks;monica;into;trading;identities;can;use;monica's;coverage,two;parts;part;when;rachel;sprains;her;ankle;has;insurance;she;talks;monica;into;trading;identities;can;use;monica's;coverage,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light,friendship,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;rachel-drama;rachel-growth;monica-control;monica-chaos,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
18,1,18,S01E18,The One with All the Poker,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/18_xEYfhbHbF.jpg?updatedAt=1680245686448,https://www.netflix.com/watch/70274014?trackId=200257858,https://www.netflix.com/in/title/70153404,Rachel interviews for a job as an assistant buyer at Saks Fifth Avenue. The women face the men in a not-so-friendly game of poker.,Episode driver inferred from the title and synopsis for S01E18.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,all;poker;rachel;interviews;job;assistant;buyer;saks;fifth;avenue;women;face;men;not-so-friendly;game,all;poker;rachel;interviews;job;assistant;buyer;saks;fifth;avenue;women;face;men;not-so-friendly;game,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;awkward;chaotic;high-energy,friendship;job-stress;career-change;career-ambition;competition;game-night,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch;after-work;group-watch;need-a-laugh,monicas-apartment;central-perk;office;workplace,ensemble-chaos;rachel-drama;rachel-growth,5,6,6,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
19,1,19,S01E19,The One Where the Monkey Gets Away,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/19_w3pyV21h_G.jpg?updatedAt=1680245686570,https://www.netflix.com/watch/70274015?trackId=200257858,https://www.netflix.com/in/title/70153404,"The gang searches for Marcel, who slipped out of the apartment while Rachel was caring for him.",Episode driver inferred from the title and synopsis for S01E19.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,monkey;away;gang;searches;marcel;who;slipped;out;apartment;while;rachel;was;caring;him,monkey;away;gang;searches;marcel;who;slipped;out;apartment;while;rachel;was;caring;him,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light,friendship,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;rachel-drama;rachel-growth,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
20,1,20,S01E20,The One with the Evil Orthodontist,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/20_nf7ZIMYbc.jpg?updatedAt=1680245686522,https://www.netflix.com/watch/70274016?trackId=200257858,https://www.netflix.com/in/title/70153404,"Rachel and Barry start dating again, even though he's engaged to Mindy, who wants Rachel to be her maid of honor.",Episode driver inferred from the title and synopsis for S01E20.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,evil;orthodontist;rachel;barry;start;dating;again;even;though;he's;engaged;mindy;who;wants;her;maid;honor,evil;orthodontist;rachel;barry;start;dating;again;even;though;he's;engaged;mindy;who;wants;her;maid;honor,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;romantic;emotional,friendship;proposal;relationship-decision,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;rachel-drama;rachel-growth,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
21,1,21,S01E21,The One with the Fake Monica,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/21_wJFOCgMg1.jpg?updatedAt=1680245686456,https://www.netflix.com/watch/70274017?trackId=200257858,https://www.netflix.com/in/title/70153404,"When Monica's credit card is stolen, she decides to catch the thief.",Episode driver inferred from the title and synopsis for S01E21.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,fake;monica;when;monica's;credit;card;stolen;she;decides;catch;thief,fake;monica;when;monica's;credit;card;stolen;she;decides;catch;thief,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light,friendship,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;monica-control;monica-chaos,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
22,1,22,S01E22,The One with the Ick Factor,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/22_WKuqOt-alE.jpg?updatedAt=1680245686468,https://www.netflix.com/watch/70274018?trackId=200257858,https://www.netflix.com/in/title/70153404,"After losing his virginity to her, Monica's boyfriend reveals that he's a high school senior. Phoebe temps as Chandler's secretary.",Episode driver inferred from the title and synopsis for S01E22.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,ick;factor;after;losing;his;virginity;her;monica's;boyfriend;reveals;he's;high;school;senior;phoebe;temps;chandler's;secretary,ick;factor;after;losing;his;virginity;her;monica's;boyfriend;reveals;he's;high;school;senior;phoebe;temps;chandler's;secretary,False,False,False,False,False,False,False,False,False,False,False,4,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;tense;chaotic,friendship;secret-revealed;misunderstanding,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk,ensemble-chaos;monica-control;monica-chaos;chandler-sarcasm;phoebe-weird;phoebe-wholesome,5,6,4,3,2,8,7,8,3,2,title_synopsis_rule_enrichment,
23,1,23,S01E23,The One with the Birth,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/23_gjqJNlZ3A.jpg?updatedAt=1680245686507,https://www.netflix.com/watch/70274019?trackId=200257858,https://www.netflix.com/in/title/70153404,"Carol goes into labor while Ross, Phoebe and Susan get locked in a closet.",Episode driver inferred from the title and synopsis for S01E23.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,ensemble,birth;carol;goes;into;labor;while;ross;phoebe;susan;get;locked;closet,birth;carol;goes;into;labor;while;ross;phoebe;susan;get;locked;closet,False,False,False,False,False,False,True,False,False,False,False,6,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;emotional;wholesome,friendship;pregnancy;baby;parenting,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk;hospital;delivery-room,ensemble-chaos;ross-meltdown;ross-rachel;phoebe-weird;phoebe-wholesome,5,6,4,3,3,6,7,8,3,2,title_synopsis_rule_enrichment,
24,1,24,S01E24,The One Where Rachel Finds Out,,https://ik.imagekit.io/dmtrxw/friends-thumbnails/season-1/24_V4S-GNXynF.jpg?updatedAt=1680245686549,https://www.netflix.com/watch/70274020?trackId=200257858,https://www.netflix.com/in/title/70153404,"During Rachel's birthday party, Chandler accidentally lets it slip that Ross is in love with her.",Episode driver inferred from the title and synopsis for S01E24.,Secondary character dynamics to be sharpened by transcript import.,Micro-conflicts and running jokes to be sharpened by transcript import.,rachel,rachel;finds;out;during;rachel's;birthday;party;chandler;accidentally;lets;slip;ross;love;her,rachel;finds;out;during;rachel's;birthday;party;chandler;accidentally;lets;slip;ross;love;her,False,False,False,False,False,False,False,False,False,False,False,5,,Rule-enriched for full-site recommendations; run transcript enrichment when online for deeper quote/situation extraction.,funny;comforting;light;emotional;wholesome;tense;chaotic,friendship;pregnancy;baby;parenting;secret-revealed;misunderstanding,background-watch;indian-dinner-watch;too-tired-to-choose;comfort-rewatch,monicas-apartment;central-perk;hospital;delivery-room,ensemble-chaos;ross-meltdown;ross-rachel;rachel-drama;rachel-growth;chandler-sarcasm,5,6,6,4,2,8,7,8,3,2,title_synopsis_rule_enrichment,
